caption,file_name_1,file_name_2,file_name_3,file_name_4,file_name_5,file_name_6,file_name_7,file_name_8,file_name_9,file_name_10
An engine is running while birds chirp in the background.,Neighbourhood Ambiance.wav,The Commons.wav,Cicada.1.45.wav,street.wav,spider_monkeys.wav,Helicopter and crows passing overhead.wav,pineforest winter NL SHORT 130110_00.wav,Morning Ambience city.wav,Cricket2.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav
A metal object is clanging against another object many times.,Ambience_hurricane tube_low freq.wav,abandoned-ballroom-objects-wood-metal.wav,3overtones.wav,clang_metal_(hit).wav,clunks_in_water.wav,Metal_Tin_Hit_bang.wav,object falls on wood.wav,Hammering on Anvil.wav,Hammering_Empty tank_large_CLOSE.wav,Wine glass hits.wav
A hair dryer is turning on and off and with each time the blowing power is being increased.,departing_train.wav,Spooky Atmosphere.wav,faucet2.wav,electric screwdriver_ST.wav,newport-hotel-blow-drier.wav,kitchen refrigerator working.wav,breath003.wav,25_MIXER.wav,20091217.05.street.cleaning.wav,ambiant hangar sound.wav
"Thunder crashes as a hard, heavy rain comes down.",very strong thunder by fresco.wav,Rain falling and thunder clapping in a storm.wav,thunder_nl.wav,LightningCrash.wav,20070610.thunder.wav,Torden og lynild 3.wav,rain_villaverde1.wav,Storm in the mountain forest of Parc regional des Cevennes_1.wav,sw_thunder_03.wav,thunderstorm_4.wav
Wind blowing and and a ringing noise with someone breathing outside.,crossing bells.wav,Desert at Night.wav,Mouth Wind Howling.wav,screech_owl.wav,bright_wind.wav,Wailing Wind.wav,AMB_traffic_night_distant_02.wav,bebops_wind2.wav,1_ambiente inicio.wav,MetroTrain.wav
People talking and a person speaking on an overhead system while trains are brakes are squeaky.,Ambience outside a series of restaurants.wav,160718 HSN spanish fish market.wav,BigCrowdBigHall.wav,shopper_atmos.wav,UoA_Kcq_voices2_120224.wav,tube_arriving.wav,Kurla local train station Mumbai (1).wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Cityscape 02 100208.wav,istanbul tram.wav
Bees are buzzing around while a water sprinkler goes off in the background.,bumble bee web.wav,Cicada.1.45.wav,soundscape forest.wav,HARDWARE STORE ROOMTONE.wav,high park crickets.3.wav,Cricket2.wav,"Bumblebees in garden, calm wind, crickets in background 1,21min.wav",Buzzbees.wav,AugustNightInCornField.wav,Tokyo-cicadas.wav
Various different birds are chirping while someone is walking on a wooden deck.,spider_monkeys.wav,ambient_sound.wav,birdsambience.wav,footsteps-gravel-birds.wav,EnterGate.wav,AMB_CityPark_Day_Seagull_People.wav,pineforest winter NL SHORT 130110_00.wav,The Commons.wav,screech_owl.wav,20070424.footsteps.wav
A man makes a baby laugh multiple times.,Asher.wav,stan_laughing_12292012.wav,lachen.wav,mau2.wav,Help Me.wav,grilla_garden_ambience.wav,city pond ducks yell.wav,Vocal Strain - Unprocessed.wav,cat_door.wav,Old metal pail.wav
Someone is sweeping the floor while dragging the chairs to a side.,Scraping of a Carpet with a Brush.wav,Foley Man Collapsing.wav,Walking Downstairs.wav,entering shower moving curtain raffle raffling foley VARIOUS TAKES.wav,foley noisy chair moving standing up different speed.wav,Washing short hair.wav,Brushing Hair.wav,closing washing machine.wav,Clothing Rubbing Foley Sound.wav,3 persons walking slowly on grass noisy ambient 2.wav
Water is dripping steadily and a door is shut.,gotes mig.wav,gotes lent.wav,dishwasher01.wav,sink1.wav,lavar platos.wav,Microwave1.wav,Ambient washing dishes.wav,Water plopping in pulling out small object.wav,WaterRunning.wav,Rain_Patter_01.wav
Two people are quietly talking in the background.,UoA_Kcq_voices2_120224.wav,Ambience outside a series of restaurants.wav,In_a_que01.wav,Outside UU FSW 080701.wav,20091217.20.pedestrians.wav,SR005F.wav,BigCrowdBigHall.wav,noise pollution in a city park.wav,Kurla local train station Mumbai (1).wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav
"After a pause, a church bell starts ringing at a steady pace continuously.",Carillon Servaas Church 100411.wav,20101118.omnium.sanctorum.wav,church bell_ljubljana.wav,20060730.bells.wav,Lisbon&#39;s church.wav,Marble Church.wav,20090419.san.pedro.bells.wav,1167church_clock_striking_ten.wav,Inside Servaas Church 01 100411.wav,More Bells.wav
A person is cutting a tree in his yard.,Blinds being opened and closed quickly and slowly.wav,rutting deer 2.wav,door walking exit.wav,echo_ljubljana_castle.wav,plastic foil (outdoor recording).wav,abandoned-ballroom-objects-wood-metal.wav,Mechanical office sharpener.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,nxSample-158.wav,Drinking Water and refreshing sigh.wav
One bird singing outside on a wind cold day.,spider_monkeys.wav,ambient_sound.wav,pineforest winter NL SHORT 130110_00.wav,outdoors ambient distant village 2.wav,Urban owl hoot.wav,Birds of Noosa Biosphere Reserve.wav,Desert at Night.wav,"Insects in the herbs of the plain, thunders in background.wav",Misc_bird_calls_ light_distant_traffic.wav,screech_owl.wav
"A train is going by while honking the horn once, then the train starts to slow down.",Train Passing Grade Crossing.wav,ShortTrain.wav,train_coming_in.wav,kamakura_train.wav,23_train_jallandhar.wav,MetroTrain.wav,ship horn.wav,train11.wav,vertrek.wav,tram_night_crossroad_stop_go_02.wav
The sounds are drum beats fast and some other instruments.,Heavy Trash Hit.wav,safe deposit box lock-unlock.wav,window rapping.wav,water jugs.wav,BERBER _SONG.wav,abandoned-ballroom-objects-wood-metal.wav,Stiff Metal Wire.wav,kettle-watergong3.wav,Metal_Tin_Hit_bang.wav,Ambience_hurricane tube_low freq.wav
Metals drag on metal and generate ascending and descending tones.,openingdome.wav,Ambience_hurricane tube_low freq.wav,110719_glasgowdemolish.wav,Door in SPB-045.wav,Bell7.wav,contact_mic_on_satellite_dish09.wav,crossing bells.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,MetroTrain.wav,Inside Servaas Church 01 100411.wav
Electrical fault starts and triggers the fire alarm.,refrigerator buzzing.wav,PlanetaryAndXporterSingleLoop_STTOS_recreated.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,Interference3.wav,crossing bells.wav,Whelen Piercer.wav,JM_NOIZ_Buzz 01 - Neon Light.wav,hillden.wav,bitmapnoise3.wav,Underground Parking Ambience.wav
"A train speeds by honking its horn, after which birds are singing.",ship horn.wav,train_coming_in.wav,ShortTrain.wav,Train Passing Grade Crossing.wav,istanbul tram.wav,kamakura_train.wav,train11.wav,tram_night_crossroad_stop_go_02.wav,Moscow metro journey.wav,23_train_jallandhar.wav
Water is flowing over rocks in an open stream.,WS RunningWater.wav,White Water.wav,131227_strumyk_2.wav,river_small_close_01.wav,burton_waterfall_02.wav,20130825-Water-fountain-Slavonice.wav,creek_tyrol_austria.wav,Running water 20121021T2335.wav,Water on tarp 2.wav,creekclose.wav
Water flows and makes a babbling sound in a stream or brook.,creekclose.wav,river_small_close_01.wav,burton_waterfall_02.wav,WS RunningWater.wav,131227_strumyk_2.wav,Stream trickling with small waterfall close by.wav,20130825-Water-fountain-Slavonice.wav,Running water 20121021T2335.wav,kenrokuen.wav,Water on tarp 2.wav
A movie projector is turned on and it runs continuously.,JM_MACHINE_Coffee Machine 01 - Office.wav,Espresso Machine.wav,Espresso.wav,washing_machine_beginning.wav,Stove Full.wav,sd_coffee3.wav,kitchen refrigerator working.wav,Coffee Machine - Brew 1.wav,ambiant hangar sound.wav,014_House_Fan.wav
A loaded moving cart whose wheels have not been greened.,20091226.squeaky.door.wav,abandoned-ballroom-objects-wood-metal.wav,echo_ljubljana_castle.wav,strange sounding firework rocket explosions.wav,Remove crashed glass.wav,20150712_underground.parking.wav,steps in the station.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,entering1.wav,Ambience_hurricane tube_low freq.wav
A group of people are continuously talking to each other while some were laughing.,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Cafe 1.wav,16 coffee shop ambience.wav,Public Place.wav,Ambience outside a series of restaurants.wav,BigCrowdBigHall.wav,Busy Dining Room Atmos.wav,Twee dozen aardbeien.wav,Binnenrotte market live 100309.wav,people chatting background.wav
A large amount of water is going over a waterfall.,forestandocean.wav,Wasserfall 2.wav,Wind in trees-force8-night.wav,TONE pink noise  44.1 16bit.wav,White Water.wav,Stream 5 at Krka falls.wav,Heavy Rain tin roof.wav,Storm wind.wav,Ambience_Outdoor_Wind_Birds.wav,03480 static white noise.wav
A man is grunting loudly whilst people talk and vehicles drive past.,20100806.stockholm.street.ambiance.wav,Oxford Cambridge boat race 2010.wav,F-1-race-cars-restart-1stLap-Turn11-DR081.wav,City Traffic (Outdoor).wav,BangkokMarket.wav,Place Pigalle ambience Paris.wav,Ousman Ramble.wav,02-BikeDemo_Chimes_Speak.wav,TC.Balcarce08..CarRevving.2.wav,motors-moteurs.wav
A gong is struck and repeatedly hit with a stick.,Hammering_Empty tank_large_CLOSE.wav,THAI GONG3.wav,clunks_in_water.wav,Klangschale weich ff.wav,04122 metallic cinematic hits.wav,kettle-watergong3.wav,contact_mic_on_satellite_dish09.wav,Ambience_hurricane tube_low freq.wav,metal-bowl-long-decay.wav,Gong mf2.wav
Violin is discordantly played while throat singing happens in the background.,church_bell_song.wav,1167church_clock_striking_ten.wav,Inside Servaas Church 01 100411.wav,Urban owl hoot.wav,vendedor_ambulante.wav,"wind, basement, dripping water.wav",Windermere Ferry Door Closing.wav,Desert at Night.wav,screech_owl.wav,thebit2.wav
White noise keeps going on and does not change much as time goes by.,TONE pink noise  44.1 16bit.wav,Wasserfall 2.wav,5. Apartment ambience inside room.wav,Ambience_Outdoor_Wind_Birds.wav,03480 static white noise.wav,forestandocean.wav,Siberian Weather Front 5 PM 110304.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,Waves near the dock.wav,bright_wind.wav
Someone is shouting in ghost voice to prank his friends.,people chatting background.wav,PS3F_FOZ_centro_Mufato_anuncio2_tarde.wav,Twee dozen aardbeien.wav,Inside Car Ambience Next to School More Quiet Version.wav,20110212_mercado.05.wav,16 coffee shop ambience.wav,Binnenrotte market live 100309.wav,dog howl in woods.wav,begin-metro-BCN.wav,Kurla local train station Mumbai (1).wav
A machine is making a whirring noise that varies over time.,JM_MACHINE_Coffee Machine 01 - Office.wav,kitchen refrigerator working.wav,refrigerator buzzing.wav,JM_NOIZ_Buzz 01 - Neon Light.wav,Espresso Machine.wav,25_MIXER.wav,Interference3.wav,Coffee Machine - Brew 1.wav,Apartment Ambiance 2.wav,Electromagnetic Waves on a Macbook Pro.wav
A  vehicle is passing through a forest road as birds chirp in the background.,street.wav,The Commons.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,Neighbourhood Ambiance.wav,Car Pass and Horse Twang - CherryGardens.wav,AMB_Ext_Residential_Day_Stereo_002.wav,pineforest winter NL SHORT 130110_00.wav,tata_hungary__ady_endre_road_20080718.wav,Rural nightfall atmos.wav,spider_monkeys.wav
Water is being poured into a large container.,gotes lent.wav,drainage pipe running.wav,gootsteen.wav,"Water - Leak, small.wav",gully with water drips.wav,Water_Falling_Bathtub_Drain.wav,20130825-Water-fountain-Slavonice.wav,WATER DRIP 2 ECHO LOW PITCH.wav,bathroomSink1.wav,WaterRunning.wav
Bell rings then pauses before ringing a few more times then stops.,Bell7.wav,templebell.wav,bikebell.wav,Bell Ring.R.wav,Wine glass hits.wav,Doorsbell.wav,metal-bowl-long-decay.wav,Bell 6inch away.wav,3overtones.wav,Old alarm clock (ticking and ringing).wav
A person is using a sharp object to scratch the surface.,Remulada.wav,stretch .wav,md1trk13.wav,Squeaky Windshield Wipers.wav,Zipper sounds.wav,erasing 1.wav,Chopping of vegetables and fruit - knife on cutting board.wav,150209 Trevor Webb Teeth Brushing.wav,Mascara.wav,Cutting paper.wav
"Someone is singing while continuously playing a handheld drum,",water jugs.wav,"Call to Prayer, Old Dehli.wav",meeting singing on boat - galilee.wav,BERBER _SONG.wav,safe deposit box lock-unlock.wav,window rapping.wav,abandoned-ballroom-objects-wood-metal.wav,20091214.christmas.song.wav,trolley car B.wav,pukanie1.wav
A toilet is being flushed with other bathroom oriented noise in the background.,Toilet Flush Krucifix Productions Sound Effects.wav,FLUSH .wav,Toilet 2.wav,dishwasher01.wav,indoors WC bathroom ambient room tone.wav,Shower Turn on - Turn off.wav,"Toilet flushing, water filling bowl.wav",Draining Kitchen Sink by Fajack.wav,sink1.wav,Plastic Rain Barrel short.wav
Swiping machine on a floor that has an overstayed mat.,Electromagnetic Waves on a Macbook Pro.wav,014_House_Fan.wav,earthkiller background 1.wav,bitmapnoise3.wav,synthwind.wav,washing_machine_beginning.wav,Scraping of a Carpet with a Brush.wav,CR SharktoGnawAmb.wav,Filing Nail.wav,md1trk13.wav
Raining in the forest and birds are singing in the background.,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,The Commons.wav,20070628.casual.ambiance.wav,Birds and insects in the wetlands of Melissant.wav,Sk310308 chaffinch crow.wav,EXT Quiet Valley.wav,"Wind in a tree, close to the foliage.wav","Insects in the herbs of the plain, thunders in background.wav",pineforest winter NL SHORT 130110_00.wav,high park crickets.3.wav
A steady stream of heavy traffic is going by.,forestandocean.wav,The Commons.wav,Ambience_Outdoor_Wind_Birds.wav,german motorway or the autobahn.wav,Wasserfall 2.wav,Wind in trees-force8-night.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,Heavy Rain tin roof.wav,creek_tyrol_austria.wav,Rain 02 091012.wav
Water is flowing heavily on the road people are waling and the car is crossing the road.,forestandocean.wav,Rain 02 091012.wav,Oxford Cambridge boat race 2010.wav,20110823_mountain.01.wav,CFX-20130331-UK-DorsetHarbour02.wav,Fountain at place pigale - Paris - France.wav,Heavy Rain tin roof.wav,Wasserfall 2.wav,White Water.wav,Wind in trees-force8-night.wav
"A water tap is opened and closed, and the water drains out while someone is drilling on the wall.",sink1.wav,Shower Turn on - Turn off.wav,shower short.wav,bathroom_water_tap_on_fill_off_drain_24_96_stereo.wav,bathroomSink1.wav,lavar platos.wav,Sink running-drain.wav,Tap Water Open.wav,Taps in the Bath.wav,gotes mig.wav
Birds chirp quietly while a jet plane roars overhead.,20160610_fading.plane.forest.wav,Helicopter and crows passing overhead.wav,pineforest winter NL SHORT 130110_00.wav,070821_flsp_narrows.wav,Desert at Night.wav,street.wav,spider_monkeys.wav,ambient_sound.wav,"Insects in the herbs of the plain, thunders in background.wav",004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav
A plane is departing and then flies overhead.,5_Navy-Blue-Angels-jets_CLIP.wav,20160610_fading.plane.forest.wav,Tornado Left To  Right.wav,airliner_ascend.wav,2009-07-23_1554_Serralves Park Airplane flying by.wav,strange wind 03.wav,treinREM2.wav,graveylargo.wav,airshow_2.wav,Landing Jet 3.wav
Trumpet playing a melody loudest in the band.,church_bell_song.wav,vendedor_ambulante.wav,Inside Servaas Church 01 100411.wav,popibuuns.wav,church organ 2.wav,after nine.wav,NEW INTRO FEB 2012 TDAR.wav,thebit2.wav,Welte Philharmonic Organ.wav,crossing bells.wav
A bell is being rung and animals whistling occasionally as a bus comes by and honks then drives away.,istanbul tram.wav,Neighbourhood Ambiance.wav,stoplight.wav,screech_owl.wav,ship horn.wav,street.wav,Morning Ambience city.wav,110719_glasgowdemolish.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,tata_hungary__ady_endre_road_20080718.wav
"A stopped truck is whirring, keys click as a door is opened and some people are talking in the background.",130916 General Paz y Panamericana.wav,traffic from inside an apartment.wav,City Street.wav,Ambience - Quiet Train.wav,Grocery Shop Atmos.wav,Street scene in Bangkok.wav,aup.wav,indoors house ambient living room tone distant neighbours and traffic.wav,Coming into a hospital in saturday.wav,Place Pigalle ambience Paris.wav
"A toilet is flushed, water drains, and then someone pounds on a counter.",Draining Kitchen Sink by Fajack.wav,Shower Turn on - Turn off.wav,"Toilet flushing, water filling bowl.wav",Toilet 2.wav,Dropping water.wav,Plastic Rain Barrel long.wav,sink1.wav,Plastic Rain Barrel short.wav,FLUSH .wav,Toilet Flush Krucifix Productions Sound Effects.wav
water splashes around as items are dropped in it.,Smoke.wav,icesplashes3.wav,Rain_Patter_01.wav,AlexandreJourdan_2013_s2.wav,20060129.scrub.04.wav,Waves at the edge of Bosphorus.wav,Splashing in water.wav,Dropping Coins into Water.wav,gravel walking.wav,drainage pipe running.wav
Dishes are moved as an oven alarm sounds and someone walks.,Coming into a hospital in saturday.wav,entering1.wav,20091226.soft.door.wav,20091226.squeaky.door.wav,Footsteps on Wood floor 1.wav,indoors ambient room tone 1.wav,steps in the station.wav,closing washing machine.wav,raindrops on metal_police background.wav,big wooden door open close.wav
